Vulnerability,Category,Length
"            ip = ipaddress.ip_network(value, strict=false)            start_ip = ip.network_address            end_ip = ip.broadcast_address            self.filter_string = ""str$id"".format(self.name, int(start_ip), int(end_ip))            ip = ipaddress.ip_address(value)            self.filter_string = ""str$id"".format(self.name, int(ip))",sql_injection,22
"            ssh_cmd = ""str$id""",command_injection,3
"              ""str$id"": {""str$id"": ""str$id""},            {},    bot_main.post_error_task(botobj, ""str$id"", num%id)",xsrf,7
			f.write(json.dumps(data)),sql_injection,1
"  version = os.environ[""str$id""]      str(version),",xsrf,4
"            n[""str$id""].append(dict(name=i))",path_disclosure,1
"          [jc.pathcontainspredicate(""str$id"", self.__use_lb_tp_name),           jc.pathelementscontainpredicate(           jc.pathelementscontainpredicate(",path_disclosure,4
"        self.assertisnone(self.client.logout())        self.assertequal(response.status_code, num%id)",xsrf,3
"            text_lines = extractor.text_lines_from_url(entry,                                                       user_agent=make_user_agent_string(""str$id""))",remote_code_execution,4
"    def _run_ssh(self, command, check_exit_code=true, attempts=num%id):",command_injection,5
"    if ""str$id"" not in sid:        path = os.path.join(app.config[""str$id""], sid)        if os.path.isfile(os.path.join(path, app.config[""str$id""])):        abort(num%id)    if not utils.sid_is_valid(sid):        abort(num%id)    path = os.path.join(app.config[""str$id""], sid)    if os.path.isfile(os.path.join(path, app.config[""str$id""])):        return send_from_directory(directory=path,                                    filename=app.config[""str$id""])        abort(num%id)    if not utils.sid_is_valid(sid):        abort(num%id)    path = os.path.join(app.config[""str$id""], sid)    if os.path.isdir(path):        if not app.config[""str$id""]:            rmtree(path)    else:        abort(num%id)    if app.config[""str$id""]:        fbdb.child(""str$id"").child(sid).remove()    flash(""str$id"" % sid)    return ""str$id"", num%id",command_injection,53
"        self.assertisnone(self.client.logout())        self.assertequal(response.status_code, num%id)",xsrf,3
"            headers = {""str$id"": input[""str$id""]}",command_injection,4
"                        cursor.execute(""str$id"" + gettitle(submission) + ""str$id"")",sql_injection,5
"    sql = ""str$id"" + self.title + ""str$id"" + \          ""str$id"" + self.entry_id + ""str$id""     db_execute(sql)      ""str$id"" + current_datestamp + ""str$id"" + \      ""str$id"" + self.entry_id + ""str$id""    db_execute(sql)",sql_injection,28
"    for row in cursor.execute(""str$id"" + gettitle(submission) + ""str$id"" + str(getdate(submission)) + ""str$id""):",sql_injection,12
"        if event_type == ""str$id"" and len(self.fit_subscriptions) > num%id:            _logger.info(""str$id"", event.event_type_id.name, event.name)            return true",open_redirect,13
evry api parameters written in this file are private and secret ! ,command_injection,12
"          [jc.pathcontainspredicate(""str$id"", self.__use_lb_tp_name),           jc.patheqpredicate(""str$id"", self.bindings[""str$id""]),           jc.pathelementscontainpredicate(           jc.pathelementscontainpredicate(           [jc.pathcontainspredicate(""str$id"", self.__use_lb_tp_name),            jc.pathelementscontainpredicate(",path_disclosure,9
        self.__traversed = set(),path_disclosure,3
        response = self.client.post(url),xsrf,3
"        newresult = request.querypage(payload)        if count:            for element in resultdict.values():                if element[num%id] == num%id:                        value = ""str$id"" % (conf.url, payload)                        value += ""str$id"" % payload                        value += ""str$id"" % payload                        value += ""str$id"" % payload",command_injection,34
"	def set_order_by(self, args):		meta = frappe.get_meta(self.doctype)",sql_injection,6
"        (target_nodes, target_classes, _, _) = self.target()",path_disclosure,6
"      self.svcr.assertwhitelistedorxsrf(mc, self.request)    self.svcr.assertwhitelistedorxsrf(mc, self.request)",xsrf,4
    unittest.testcase.maxdiff = none,xsrf,3
"            {""str$id"": exceptions.clientcertificatenottrusted}}",xsrf,2
"        response = self.client.post(url)        response = self.client.get(url)        response = self.client.post(url, json.dumps(body), content_type=""str$id"")        response = self.client.post(url, json.dumps(body), content_type=""str$id"")        response = self.client.get(url)        response = self.client.get(url)        response = self.client.get(url)        response = self.client.get(url)        response = self.client.post(url, json.dumps(body), content_type=""str$id"")        response = self.client.get(url)        response = self.client.get(url)        response = self.client.post(url, json.dumps(body), content_type=""str$id"")        response = self.client.get(url)        response = self.client.get(url)        response = self.client.post(url)        response = self.client.get(url)        response = self.client.post(url, json.dumps(body), content_type=""str$id"")        response = self.client.post(url, json.dumps(body), content_type=""str$id"")        response = self.client.get(url)        response = self.client.get(url)        response = self.client.get(url)        response = self.client.post(url, json.dumps(body), content_type=""str$id"")        response = self.client.get(url)        response = self.client.get(url)        response = self.client.post(url, json.dumps(body), content_type=""str$id"")        response = self.client.get(url)        response = self.client.get(url)        response = self.client.post(url)        response = self.client.get(url)        response = self.client.post(url, json.dumps(body), content_type=""str$id"")        response = self.client.post(url, json.dumps(body), content_type=""str$id"")        response = self.client.get(url)        response = self.client.post(url, json.dumps(body), content_type=""str$id"")        response = self.client.get(url)        response = self.client.post(url, json.dumps(body), content_type=""str$id"")        response = self.client.get(url)        response = self.client.post(url)        response = self.client.post(url, json.dumps(body), content_type=""str$id"")        response = self.client.post(url, json.dumps(body), content_type=""str$id"")        response = self.client.post(url)        response = self.client.post(url, json.dumps(body), content_type=""str$id"")        response = self.client.post(url, json.dumps(body), content_type=""str$id"")        response = self.client.get(url)",xsrf,161
"                       ""str$id"",                    ""str$id"",                      ""str$id"",                     ""str$id"",                        ""str$id""                        ]",open_redirect,6
"        cr.execute(""str$id""""str$id""""str$id"" %(""str$id"".join(map(lambda x: ""str$id"" + str(x) + ""str$id"", j_ids))))        journal_ids = map(lambda x1: x1[num%id], cr.fetchall())",sql_injection,15
        xsrf_token.__name__,xsrf,1
"            if proc.is_running() and system(""str$id"" % self.hostname) is num%id:",open_redirect,8
debug = true,open_redirect,3
"            self.filename = self.local + urllib.parse.unquote(self.groups[""str$id""])",path_disclosure,5
"    with open(""str$id"", ""str$id"") as f:        sql_raw = f.read()    sql_template = template(sql_raw)",sql_injection,11
class taskassets(tasknestedview):,path_disclosure,2
from rest_framework.validators import validationerrorfrom .models import message,open_redirect,7
from .value_constraints import classconstraintcomponent    classconstraintcomponent,path_disclosure,5
"        self._cli_run(""str$id"", none)",command_injection,2
"        response = self.c.get(""str$id"")",open_redirect,3
"             values (""str$id"", ""str$id"");""str$id""""    db().execute((sql % data), true)    db().execute(sql, true)    conn = db().execute(sql, false)",sql_injection,13
"        self.insert_template = ""str$id""        self.update_template =  ""str$id""",sql_injection,6
